Authors	Record Count	
Rodriguez NA	3	
Rodriguez NC	3	
Rodriguez OE	3	
Rodriguez OGA	3	
Rodriguez PJ	3	
Rodriguez RC	3	
Rodriguez SNI	3	
Rodriguez STT	3	
Rodriguez VC	3	
Rodriguez VMC	3	
Rodriguez Z	3	
Rodriguez-agudelo Y	3	
Rodriguez-alvira FJ	3	
Rodriguez-arrieta LA	3	
Rodriguez-bailon R	3	
Rodriguez-bustamante A	3	
Rodriguez-calvillo M	3	
Rodriguez-castellon E	3	
Rodriguez-colina E	3	
Rodriguez-cortes FJ	3	
Rodriguez-echeverri C	3	
Rodriguez-estupinan JP	3	
Rodriguez-forero A	3	
Rodriguez-fuentes RA	3	
Rodriguez-galindo C	3	
Rodriguez-guerrero DA	3	
Rodriguez-guerrero T	3	
Rodriguez-hidalgo AJ	3	
Rodriguez-hidalgo R	3	
Rodriguez-labajos B	3	
Rodriguez-lopez J	3	
Rodriguez-lozano P	3	
Rodriguez-manas L	3	
Rodriguez-martinez C	3	
Rodriguez-montano OL	3	
Rodriguez-navas PM	3	
Rodriguez-noriega E	3	
Rodriguez-palmero M	3	
Rodriguez-perea AL	3	
Rodriguez-puello G	3	
Rodriguez-purata J	3	
Rodriguez-ramirez K	3	
Rodriguez-restrepo YA	3	
Rodriguez-reyna TS	3	
Rodriguez-robayo KJ	3	
Rodriguez-ruiz J	3	
Rodriguez-ruiz MT	3	
Rodriguez-sanchez IJ	3	
Rodriguez-serrano A	3	
Rodriguez-takeuchi SY	3	
Rodriguez-trivino CY	3	
Rodriguez-urrego D	3	
Rodriguez-urrego L	3	
Rodriguez-vega A	3	
Rodriguez-villamil DR	3	
Rodriguez-zagal E	3	
Rodriguez-zentner H	3	
Rodruangthum P	3	
Rodseth R	3	
Roeck A	3	
Roepe AR	3	
Roest AM	3	
Rog D	3	
Rogatto SR	3	
Rogers MT	3	
Rogers PJ	3	
Roggenbuck U	3	
Rogowska AM	3	
Rohner CA	3	
Roitberg AE	3	
Rojas AM	3	
Rojas CM	3	
Rojas DAC	3	
Rojas DP	3	
Rojas DV	3	
Rojas GMA	3	
Rojas IS	3	
Rojas JC	3	
Rojas JG	3	
Rojas JJ	3	
Rojas JL	3	
Rojas JO	3	
Rojas LY	3	
Rojas MAR	3	
Rojas NA	3	
Rojas OLA	3	
Rojas PCR	3	
Rojas RM	3	
Rojas SM	3	
Rojas YA	3	
Rojas-botero ML	3	
Rojas-ceron CA	3	
Rojas-gallego IC	3	
Rojas-jara C	3	
Rojas-jimenez HH	3	
Rojas-lopez M	3	
Rojas-martinez M	3	
Rojas-montoya M	3	
Rojas-ospina T	3	
Rojas-roa NY	3	
Rojo L	3	
Roks AJM	3	
Roldan IJ	3	
Roldan-carmona C	3	
Roll U	3	
Rolland P	3	
Rolli L	3	
Rollo S	3	
Rolls RJ	3	
Roman A	3	
Roman JOA	3	
Roman-lopes A	3	
Roman-palacios C	3	
Romanelli H	3	
Romani L	3	
Romario MF	3	
Romario UF	3	
Romelli E	3	
Romeo A	3	
Romeo EL	3	
Romeo O	3	
Romermann C	3	
Romero AA	3	
Romero Adam E	3	
Romero AF	3	
Romero DM	3	
Romero EC	3	
Romero FAR	3	
Romero JA	3	
Romero JV	3	
Romero LM	3	
Romero LV	3	
Romero N	3	
Romero TB	3	
Romero-acosta K	3	
Romero-alvarez V	3	
Romero-alvernia DM	3	
Romero-cardenas A	3	
Romero-garcia JM	3	
Romero-gonzalez G	3	
Romero-hidalgo S	3	
Romero-munoz A	3	
Romero-otero A	3	
Romero-piedrahita C	3	
Romero-quete D	3	
Romero-riano E	3	
Romero-rojas AE	3	
Romero-torres M	3	
Rominiyi O	3	
Rommel S	3	
Romo J	3	
Roncal J	3	
Roncancio C	3	
Roncancio G	3	
Roncancio R	3	
Ronderos M	3	
Rondinini C	3	
Rondon C	3	
Rondon J	3	
Ronen O	3	
Roobol MJ	3	
Rooney S	3	
Roost MS	3	
Ros JO	3	
Rosa F	3	
Rosa IMD	3	
Rosado-porto D	3	
Rosales-chilama M	3	
Rosales-garcia JJ	3	
Rosario R	3	
Rosas G	3	
Rosas JC	3	
Rosas LJ	3	
Roscioli T	3	
Rose J	3	
Rose R	3	
Rosen HR	3	
Rosenberg GS	3	
Rosenberg Y	3	
Rosenfeld CS	3	
Rosenstiehl SM	3	
Rosenstock TS	3	
Rosenthal P	3	
Rosenwald A	3	
Rosenwasser L	3	
Rosenzweig SD	3	
Rosero EB	3	
Rosero G	3	
Rosero JA	3	
Rosero-toro JH	3	
Ross H	3	
Ross L	3	
Rossborough C	3	
Rosselli M	3	
Rossetto C	3	
Rossi F	3	
Rossi M	3	
Rossi MA	3	
Rossi V	3	
Rossia AM	3	
Rossing M	3	
Rosso D	3	
Rostamian M	3	
Rotimi C	3	
Rotta AT	3	
Rotter J	3	
Rotter JI	3	
Rottoli M	3	
Rouse T	3	
Rousou E	3	
Rousseau J	3	
Rousseau V	3	
Rousta I	3	
Routledge T	3	
Roux J	3	
Rowat DRL	3	
Rowell EC	3	
Roxo FF	3	
Roy B	3	
Royle T	3	
Royo M	3	
Royse C	3	
Rozo G	3	
Rozo N	3	
Rozo ZLC	3	
Rua AV	3	
Rua MAS	3	
Rua MMB	3	
Rua NEG	3	
Ruales-salcedo AV	3	
Ruane AC	3	
Ruano PG	3	
Rubiano L	3	
Rubiano MR	3	
Rubiano O	3	
Rubiano OG	3	
Rubiano W	3	
Rubio D	3	
Rubio GAE	3	
Rubio JA	3	
Rubio JCC	3	
Rubio JJM	3	
Rubio WM	3	
Rubyogo JC	3	
Ruden A	3	
Rudran B	3	
Ruebner M	3	
Rueda B	3	
Rueda-gensini L	3	
Rueda-gutierrez JB	3	
Rueda-medina B	3	
Rueda-ordonez DA	3	
Rueda-ordonez YJ	3	
Rueda-quecho AJ	3	
Ruellas AC	3	
Ruf A	3	
Ruge MLP	3	
Ruger N	3	
Ruggiero F	3	
Rugo HS	3	
Ruivo A	3	
Ruiz AM	3	
Ruiz CPT	3	
Ruiz DM	3	
Ruiz JCH	3	
Ruiz JLR	3	
Ruiz JMA	3	
Ruiz O	3	
Ruiz Vidal J	3	
Ruiz-agudelo CA	3	
Ruiz-aparicio PF	3	
Ruiz-buitrago S	3	
Ruiz-caballero JL	3	
Ruiz-canas MC	3	
Ruiz-cordero R	3	
Ruiz-cortes T	3	
Ruiz-escobar A	3	
Ruiz-franco A	3	
Ruiz-lopera S	3	
Ruiz-lopez F	3	
Ruiz-matute AI	3	
Ruiz-moreno HA	3	
Ruiz-parra AI	3	
Ruiz-santacruz JS	3	
Ruiz-vallejo F	3	
Ruiz-yucuma J	3	
Rulie AS	3	
Rumbo J	3	
Rumboldt Z	3	
Runnel K	3	
Ruokolainen K	3	
Rupp J	3	
Rurua L	3	
Ruschel AR	3	
Russi A	3	
Rusu D	3	
Rutherford D	3	
Ruzgas T	3	
Ryan C	3	
Ryska O	3	
Sa RL	3	
Saad AG	3	
Saad HA	3	
Saafan T	3	
Saah A	3	
Saami M	3	
Saavedra JD	3	
Saavedra JM	3	
Saavedra SY	3	
Saavedra-chacon MF	3	
Saavedra-robinson LA	3	
Saba NF	3	
Sabando B	3	
Sabater-marco C	3	
Sabatier C	3	
Sabbagh P	3	
Sabe A	3	
Sabe AK	3	
Sabiu CG	3	
Sabogal B	3	
Sabogal JC	3	
Sabourin E	3	
Saboya-acosta LP	3	
Sadeghian F	3	
Sadjadi A	3	
Saeed U	3	
Saeidi S	3	
Saenz G	3	
Saenz M	3	
Saenz MEV	3	
Saenz R	3	
Saez AA	3	
Saez D	3	
Saez L	3	
Safai Tehrani F	3	
Safarpour AR	3	
Safarpour H	3	
Sagar J	3	
Sagar V	3	
Sahaza JH	3	
Sahid NA	3	
Sahnan K	3	
Sahu V	3	
Saidbadr A	3	
Saigi-rubio F	3	
Saito LAM	3	
Saito Y	3	
Sajoux I	3	
Sakamoto K	3	
Saki N	3	
Salam A	3	
Salama Y	3	
Salamah A	3	
Salamanca A	3	
Salamanca C	3	
Salamanca MBM	3	
Salamanca-grosso G	3	
Salamea-molina JC	3	
Salamon J	3	
Salamone G	3	
Salamone PC	3	
Salas C	3	
Salas GG	3	
Salas N	3	
Salas PAO	3	
Salas R	3	
Salas RA	3	
Salas-bravo C	3	
Salas-gama K	3	
Salas-picon WM	3	
Salas-wright CP	3	
Salas-zapata W	3	
Salaun G	3	
Salavastru C	3	
Salazar B	3	
Salazar DA	3	
Salazar GAH	3	
Salazar I	3	
Salazar JA	3	
Salazar JS	3	
Salazar NA	3	
Salazar PG	3	
Salazar-hernandez M	3	
Salazar-jaramillo S	3	
Salazar-pelaez L	3	
Salazar-yepes M	3	
Salcedo EM	3	
Salcedo M	3	
Salcedo N	3	
Salcedo-hernandez RA	3	
Salcedo-mejia F	3	
Saldana-vazquez RA	3	
Saldarriaga M	3	
Saldarriaga O	3	
Saldarriaga-cordoba MM	3	
Saleh AA	3	
Saleh C	3	
Salehi B	3	
Salem HK	3	
Salem MC	3	
Salerno G	3	
Salgado D	3	
Salgado-galvez MA	3	
Salgar-chaparro SJ	3	
Salguero C	3	
Salim A	3	
Salinas C	3	
Salinas CH	3	
Salinas M	3	
Salinas-rodriguez A	3	
Salinesi C	3	
Sall AA	3	
Sall I	3	
Sallabanda K	3	
Sallam I	3	
Salle H	3	
Salma U	3	
Salman A	3	
Salmen S	3	
Salomao R	3	
Saltigeral-simental P	3	
Salusso P	3	
Salvati M	3	
Salvetti F	3	
Salvioni R	3	
Salvo A	3	
Salzberg S	3	
Salzman T	3	
Samaca J	3	
Samada M	3	
Samalavicius NE	3	
Samaniego MG	3	
Samekin A	3	
Samme D	3	
Sampaio AF	3	
Sampietro GM	3	
Sampson C	3	
Samy A	3	
Samy M	3	
San Martin A	3	
San Miguel JDG	3	
Sanabria-barrera S	3	
Sanad A	3	
Sanchez AG	3	
Sanchez AMM	3	
Sanchez BN	3	
Sanchez CC	3	
Sanchez CEG	3	
Sanchez CG	3	
Sanchez DB	3	
Sanchez DC	3	
Sanchez EOP	3	
Sanchez FH	3	
Sanchez JG	3	
Sanchez JIA	3	
Sanchez JL	3	
Sanchez LM	3	
Sanchez LMM	3	
Sanchez LR	3	
Sanchez Mayordomo C	3	
Sanchez MD	3	
Sanchez MG	3	
Sanchez MPR	3	
Sanchez PAG	3	
Sanchez Pineda A	3	
Sanchez PM	3	
Sanchez RDT	3	
Sanchez RM	3	
Sanchez RMT	3	
Sanchez RV	3	
Sanchez SD	3	
Sanchez V	3	
Sanchez-acevedo H	3	
Sanchez-alfonso AC	3	
Sanchez-andica RA	3	
Sanchez-avila RM	3	
Sanchez-calabuig MJ	3	
Sanchez-castillo S	3	
Sanchez-chica J	3	
Sanchez-comas A	3	
Sanchez-conde P	3	
Sanchez-cordero V	3	
Sanchez-garcia S	3	
Sanchez-giraldo C	3	
Sanchez-giraldo V	3	
Sanchez-iborra R	3	
Sanchez-jimenez M	3	
Sanchez-jimenez MM	3	
Sanchez-londono D	3	
Sanchez-lucas P	3	
Sanchez-martinez A	3	
Sanchez-mendez JI	3	
Sanchez-montes S	3	
Sanchez-montoya MM	3	
Sanchez-mora C	3	
Sanchez-mora J	3	
Sanchez-nunez DA	3	
Sanchez-ortiz IA	3	
Sanchez-pacheco SJ	3	
Sanchez-pelaez D	3	
Sanchez-quinonez CA	3	
Sanchez-ramirez E	3	
Sanchez-rodas D	3	
Sanchez-romero C	3	
Sanchez-rubio M	3	
Sanchez-santos R	3	
Sanchez-sesma FJ	3	
Sanchez-taborda JA	3	
Sanchez-villamil JP	3	
Sancho-muriel J	3	
Sanchon L	3	
Sanctis U	3	
Sander BO	3	
Sander M	3	
Sander O	3	
Sandercock G	3	
Sanders ML	3	
Sandler S	3	
Sandmann D	3	
Sandoval A	3	
Sandoval EHV	3	
Sandoval Gonzalez ID	3	
Sandoval JDM	3	
Sandoval-amador A	3	
Sandoval-cobo JJ	3	
Sandoval-denis M	3	
Sandoval-ramirez CM	3	
Sandoval-vargas LY	3	
Sanin D	3	
Sanin-blair JE	3	
Sanjuan J	3	
Sanjuan T	3	
Sanjuanelo AMM	3	
Sanli AN	3	
Santa D	3	
Santa R	3	
Santacruz I	3	
Santacruz JM	3	
Santacruz L	3	
Santacruz-sanmartin E	3	
Santamaria J	3	
Santamaria JAF	3	
Santamaria RI	3	
Santamaria Y	3	
Santamaria-alvarez SM	3	
Santamaria-del-angel E	3	
Santana K	3	
Santana LJC	3	
Santana-martinez JC	3	
Santander M	3	
Santangelo P	3	
Santas M	3	
Santero-ramirez MS	3	
Santi L	3	
Santi RL	3	
Santiago R	3	
Santillan V	3	
Santilli M	3	
Santisteban-arenas R	3	
Santonocito OS	3	
Santorum M	3	
Santos AMC	3	
Santos B	3	
Santos EE	3	
Santos HA	3	
Santos LEO	3	
Santos MD	3	
Santos N	3	
Santos PMDD	3	
Santos RJ	3	
Santos SPAD	3	
Santos-heredia C	3	
Santos-lobato BL	3	
Santos-martinez A	3	
Santos-sousa H	3	
Santos-vega M	3	
Sanudo JEP	3	
Sanz ML	3	
Sanz S	3	
Sanz Ull A	3	
Sanz-vicario JL	3	
Sapone D	3	
Sapre D	3	
Sapru A	3	
Sarabia AMC	3	
Saracoglu KT	3	
Saraiva P	3	
Sarantitis I	3	
Saraste D	3	
Saravia JA	3	
Saray GDH	3	
Sarcar S	3	
Sarin SK	3	
Saritas H	3	
Sarjanoja E	3	
Sarjanovich R	3	
Sarma DR	3	
Sarmiento CT	3	
Sarmiento D	3	
Sarmiento MP	3	
Sarmiento RAM	3	
Sarmiento-naizaque ZX	3	
Sarmiento-rubiano LA	3	
Sarnacki S	3	
Saroshe S	3	
Sarpietro G	3	
Sarpietro MG	3	
Sarpun IH	3	
Sarrazin JP	3	
Sarre C	3	
Sarrionandia A	3	
Sarris GE	3	
Sartori M	3	
Sartori R	3	
Sartoris FJ	3	
Sarveswaran J	3	
Sasser JS	3	
Sassi A	3	
Sastre JA	3	
Sato DK	3	
Sato S	3	
Satoi S	3	
Satorres E	3	
Sattar N	3	
Sauer W	3	
Saule C	3	
Saulo H	3	
Saumoy M	3	
Sauther ML	3	
Savage A	3	
Savard R	3	
Savastano H	3	
Savi E	3	
Savian JV	3	
Savic A	3	
Savitz J	3	
Sawada N	3	
Saxena SK	3	
Sayanskiy A	3	
Sayanskiy AD	3	
Sayasneh A	3	
Sayed A	3	
Sayed F	3	
Sayed M	3	
Sayyed R	3	
Sazima I	3	
Sbaraini M	3	
Scabini S	3	
Scala E	3	
Scalabrino S	3	
Scantlebury D	3	
Scanu AM	3	
Scapellato PG	3	
Scarlata S	3	
Scarmeas N	3	
Scarry CJ	3	
Scasso S	3	
Scatularo CE	3	
Schaan BD	3	
Schaberg T	3	
Schache A	3	
Schadde E	3	
Schaefer H	3	
Schaeffer DJ	3	
Schafer-verwimp A	3	
Schei V	3	
Scherer-lorenzen M	3	
Scherf U	3	
Scheu S	3	
Schiavina R	3	
Schiavo M	3	
Schiavon L	3	
Schiavone R	3	
Schieckl J	3	
Schiek B	3	
Schienkiewitz A	3	
Schigel D	3	
Schijman AG	3	
Schineis C	3	
Schipper J	3	
Schmeler K	3	
Schmid B	3	
Schmidt DF	3	
Schmidt F	3	
Schmidt G	3	
Schmidt W	3	
Schmit SL	3	
Schneider F	3	
Schneider M	3	
Schneider SW	3	
Schobeck R	3	
Schoefs F	3	
Scholz U	3	
Schreier L	3	
Schrevens E	3	
Schrezenmeier H	3	
Schriml LM	3	
Schuetz AN	3	
Schulenberg TS	3	
Schultz A	3	
Schultz AA	3	
Schultz J	3	
Schulze M	3	
Schurmann P	3	
Schuster JK	3	
Schutt B	3	
Schutze O	3	
Schutze R	3	
Schwabl P	3	
Schwalm JD	3	
Schwartz DC	3	
Schwartz IS	3	
Schweiger M	3	
Schweineberg J	3	
Schweitzer D	3	
Schwenk A	3	
Scichilone N	3	
Scott EM	3	
Scott L	3	
Scott-parker B	3	
Scottez V	3	
Scotton G	3	
Seal M	3	
Seal S	3	
Section MPA	3	
Seebah K	3	
Seeliger B	3	
Seemann CR	3	
Seemann R	3	
Seepersaud R	3	
Segami MI	3	
Segui L	3	
Seguin-givelet A	3	
Segura Delgado MA	3	
Segura H	3	
Segura NA	3	
Segura-cardona A	3	
Segura-giraldo B	3	
Segura-illa ME	3	
Seidu AA	3	
Seif El Nasr-storey S	3	
Seisay S	3	
Sejvar J	3	
Sekercioglu N	3	
Sekhon GK	3	
Selcuk B	3	
Seleim A	3	
Selvaggi L	3	
Selveindran SM	3	
Semeda N	3	
Semmens JM	3	
Sen C	3	
Sency V	3	
Senna GE	3	
Senorans MPG	3	
Seo DW	3	
Sepp SK	3	
Seppelt R	3	
Sepulveda CT	3	
Sepulveda MAR	3	
Sepulveda S	3	
Sepulveda-salcedo LS	3	
Sequeira AMM	3	
Serban T	3	
Serdar B	3	
Seregard S	3	
Serenari M	3	
Sereno JE	3	
Seretis C	3	
Serevina OL	3	
Serna JD	3	
Serna L	3	
Serna LY	3	
Serna NYC	3	
Serna PA	3	
Serna-garces SI	3	
Serna-giraldo C	3	
Serna-gomez HM	3	
Serna-jimenez JA	3	
Serpa A	3	
Serpa B	3	
Serrano E	3	
Serrano F	3	
Serrano L	3	
Serrano LF	3	
Serrano M	3	
Serrano MA	3	
Serrano SE	3	
Serrano-duenas M	3	
Serrano-lopez J	3	
Serrano-pastrana JP	3	
Serrano-rodriguez DM	3	
Serrano-villar Y	3	
Serranti D	3	
Serrato IM	3	
Sese M	3	
Seshadri S	3	
Setiawan J	3	
Seto DM	3	
Seto MC	3	
Sette A	3	
Sevane N	3	
Sevenet N	3	
Severens JL	3	
Severeyn E	3	
Severino-gonzalez P	3	
Seymour Z	3	
Seynaeve C	3	
Seynaeve CM	3	
Sforcin JM	3	
Sfougaris D	3	
Sgaravatto M	3	
Sgro A	3	
Shabana A	3	
Shachykava T	3	
Shackcloth M	3	
Shadid J	3	
Shafiek H	3	
Shagrani M	3	
Shah K	3	
Shah NS	3	
Shah RD	3	
Shaha A	3	
Shaharuddin S	3	
Shaheen Q	3	
Shahid HM	3	
Shahid I	3	
Shahid S	3	
Shahine A	3	
Shahine M	3	
Shahzad K	3	
Shaikh I	3	
Shakeel F	3	
Shakeel PM	3	
Shakir RA	3	
Shakshouk HAG	3	
Shalabi A	3	
Shallo SA	3	
Shamji M	3	
Shamloo AS	3	
Shamsedine AW	3	
Shan LB	3	
Shanbhag S	3	
Shanee N	3	
Shankar K	3	
Shapiro B	3	
Sharabiany S	3	
Sharafkhah M	3	
Sharara F	3	
Sharifi-rad J	3	
Sharkey A	3	
Sharma I	3	
Sharp C	3	
Shatkar V	3	
Shaw CA	3	
Shaw DH	3	
Shawqi M	3	
Shayanrad A	3	
Shaywitz AJ	3	
Shehata N	3	
Sheikhi-sovari A	3	
Shekar K	3	
Shelat V	3	
Shen H	3	
Shen JB	3	
Shen JI	3	
Shenfine A	3	
Sherbaji S	3	
Sheridan K	3	
Sherief M	3	
Sherif G	3	
Sheshe A	3	
Sheta A	3	
Shetty AR	3	
Shetty PH	3	
Shetty RS	3	
Shi LM	3	
Shi ZM	3	
Shield KD	3	
Shields H	3	
Shimada T	3	
Shimizu K	3	
Shimizu N	3	
Shimokawa N	3	
Shin DC	3	
Shin HH	3	
Shin Y	3	
Shinohara A	3	
Shirani M	3	
Shivji M	3	
Shiwani HA	3	
Shneider BL	3	
Shoenfeld Y	3	
Shokuhi P	3	
Sholadoye TT	3	
Short JR	3	
Shrestha D	3	
Shrestha N	3	
Shrestha R	3	
Shu-yip SB	3	
Shubianok M	3	
Shue J	3	
Shukla B	3	
Shultz C	3	
Shumilova O	3	
Shupler M	3	
Shwky A	3	
Siabato W	3	
Siaw-lartey B	3	
Sicho R	3	
Siddiqui A	3	
Sidelnik I	3	
Sidemo NB	3	
Siebert H	3	
Siebert R	3	
Siegel A	3	
Siemieniuk RAC	3	
Siemko A	3	
Sierra BEG	3	
Sierra CVA	3	
Sierra D	3	
Sierra IEM	3	
Sierra JR	3	
Sierra LF	3	
Sierra MSD	3	
Sierra N	3	
Sierra P	3	
Sierra REA	3	
Sierra RSC	3	
Sierra V	3	
Sierra WA	3	
Sierra-ramirez R	3	
Sierra-torres CH	3	
Sigarreta JM	3	
Sigdel S	3	
Sigsgaard L	3	
Sijacki DJ	3	
Silar J	3	
Silber JJ	3	
Silberberg DH	3	
Sillett N	3	
Silman MR	3	
Silva AH	3	
Silva AMM	3	
Silva AR	3	
Silva BA	3	
Silva CBE	3	
Silva DB	3	
Silva IL	3	
Silva K	3	
Silva LA	3	
Silva PM	3	
Silva RD	3	
Silva RR	3	
Silva TSF	3	
Silva-aldana CT	3	
Silva-espinosa DL	3	
Silva-ramos CR	3	
Silveira D	3	
Silveira H	3	
Silveira JAG	3	
Silver C	3	
Silvera-redondo C	3	
Sim D	3	
Simancas-escorcia V	3	
Simancas-pallares M	3	
Simard M	3	
Simental-mendia LE	3	
Simian D	3	
Simionato AS	3	
Simioni A	3	
Simirgiotis M	3	
Simirgiotis MJ	3	
Simoes B	3	
Simoes CMO	3	
Simoes JFF	3	
Simoes N	3	
Simoes RL	3	
Simon AG	3	
Simon G	3	
Simon VP	3	
Simon-loriere E	3	
Simone A	3	
Simovic I	3	
Simpson DM	3	
Simpson SJ	3	
Simutis G	3	
Singanayagam A	3	
Singh AD	3	
Sinha V	3	
Sinitsyn AV	3	
Sinning-mangonez A	3	
Sinovas OE	3	
Sinuco DC	3	
Siragusa L	3	
Sircar S	3	
Sirlopu D	3	
Sirota M	3	
Sisay MMM	3	
Sison C	3	
Sivils KL	3	
Sjostrand T	3	
Skeen P	3	
Skidmore AK	3	
Skillman J	3	
Skipworth R	3	
Sklenar P	3	
Skomal GB	3	
Skou ST	3	
Skowronek S	3	
Skytte AB	3	
Slapelyte E	3	
Slator R	3	
Slebi-acevedo CJ	3	
Sleem AS	3	
Sleem M	3	
Slesinski SC	3	
Sloothaak D	3	
Slovic AD	3	
Slowik V	3	
Smarandache CG	3	
Smart NJ	3	
Smeets A	3	
Smeets R	3	
Smichkoska S	3	
Smidt ED	3	
Smillie R	3	
Smith AE	3	
Smith AV	3	
Smith CW	3	
Smith JR	3	
Smith KJ	3	
Smith LA	3	
Smith LS	3	
Smith O	3	
Smith RK	3	
Smith SL	3	
Smith W	3	
Smukler SM	3	
Snijder MB	3	
Snodderly DM	3	
Snow AL	3	
Snyder HM	3	
Snyders LB	3	
Soares B	3	
Soares C	3	
Soares L	3	
Sobas M	3	
Sobh E	3	
Sobti V	3	
Soggiu F	3	
Sohrabi C	3	
Sojo F	3	
Sokal E	3	
Sokol RJ	3	
Sokolowska J	3	
Solano AR	3	
Solano C	3	
Solano L	3	
Solano MA	3	
Solano-gutierrez JS	3	
Solari F	3	
Solarte AL	3	
Solarte JCM	3	
Solarte MG	3	
Solbes J	3	
Solcova IP	3	
Soler A	3	
Soler J	3	
Soler JA	3	
Solidaki E	3	
Soliman F	3	
Soliman N	3	
Soliman NA	3	
Soliman S	3	
Soliman Y	3	
Solimene F	3	
Solis A	3	
Soljak M	3	
Solla DJF	3	
Sollazzo V	3	
Solli P	3	
Solomon SD	3	
Solorzano C	3	
Solovei A	3	
Solovieva Y	3	
Soma V	3	
Somech R	3	
Somefun OD	3	
Somensi N	3	
Somi MH	3	
Song X	3	
Soon WC	3	
Sop T	3	
Sopko G	3	
Soracipa Y	3	
Sorbi F	3	
Soria DB	3	
Soria M	3	
Soriano-arandes A	3	
Soriano-panos D	3	
Sorokowski P	3	
Sorrentino L	3	
Sortino M	3	
Sosa A	3	
Sosa C	3	
Sosa L	3	
Sosa MV	3	
Sosa-nishizaki O	3	
Sossa-melo CL	3	
Sotelo M	3	
Soto DAP	3	
Soto DM	3	
Soto JC	3	
Soto JD	3	
Soto JS	3	
Soto M	3	
Soto-patino J	3	
Soto-perez-de-celis E	3	
Soto-rojas VE	3	
Soto-sanchez J	3	
Sousa LL	3	
Sousa M	3	
Sousa R	3	
Southall EJ	3	
Souza AC	3	
Souza AF	3	
Souza D	3	
Souza M	3	
Souza P	3	
Souza VC	3	
Soy D	3	
Spaan AN	3	
Spadaro S	3	
Spagni G	3	
Spagnoli G	3	
Spalding D	3	
Spampinato MG	3	
Sparks J	3	
Sparrenberger K	3	
Speak A	3	
Specht CD	3	
Spence J	3	
Spencer A	3	
Spencer CN	3	
Spencer N	3	
Speth U	3	
Spinelli H	3	
Spinnewyn B	3	
Spizzuoco M	3	
Spraul A	3	
Spraul M	3	
Sprockel J	3	
Sproule L	3	
Squatrito V	3	
Squire I	3	
Sravanam S	3	
Srbinovic L	3	
Srean P	3	
Sreedharan L	3	
Srinivasan S	3	
Sripada K	3	
Sroor F	3	
Sruogiene EZ	3	
Ssentongo A	3	
Ssentongo P	3	
Stagnaro JP	3	
Stah A	3	
Stalmeijer RE	3	
Stanciu LA	3	
Standley JM	3	
Standring P	3	
Stanistreet IG	3	
Stark BA	3	
Stark L	3	
Starko S	3	
Starkopf J	3	
Staroba R	3	
Starovoitov R	3	
Stavroglou A	3	
Stavroulias D	3	
Steccanella F	3	
Steckling N	3	
Steel B	3	
Steele C	3	
Stefanopoulos A	3	
Stefansson K	3	
Steffens NK	3	
Steg G	3	
Stehfest KM	3	
Stein D	3	
Steinbeck C	3	
Steinberg D	3	
Steinemann D	3	
Steinhilber G	3	
Steininger MK	3	
Steinke J	3	
Steinmetz R	3	
Stephen A	3	
Steptoe A	3	
Stern D	3	
Stevens J	3	
Stewart B	3	
Stewart KE	3	
Stockert L	3	
Stoeckli SJ	3	
Stoger-pollach M	3	
Stohl W	3	
Stollhofen H	3	
Stoneking M	3	
Stouffer PC	3	
Strachan D	3	
Strafella F	3	
Stratton G	3	
Straub J	3	
Streck T	3	
Stricker BH	3	
Stroman L	3	
Struchiner N	3	
Strupas K	3	
Struyf F	3	
Stubbington R	3	
Stubbs JL	3	
Stumpf R	3	
Sturm GJ	3	
Sturm S	3	
Styczynski A	3	
Stylianides N	3	
Stylianidis G	3	
Su KP	3	
Su SH	3	
Suarez AC	3	
Suarez AP	3	
Suarez AV	3	
Suarez CEP	3	
Suarez DP	3	
Suarez EG	3	
Suarez JDP	3	
Suarez JG	3	
Suarez JJ	3	
Suarez JP	3	
Suarez JPR	3	
Suarez LEC	3	
Suarez MAM	3	
Suarez MM	3	
Suarez W	3	
Suarez-escobar AF	3	
Suarez-mesa R	3	
Suarez-molina A	3	
Suarez-morales E	3	
Subias PE	3	
Subramaniam M	3	
Suchy FJ	3	
Suemoto CK	3	
Suescun-ospina S	3	
Sueur J	3	
Suhling F	3	
Suhrcke M	3	
Sukhija K	3	
Sulis PM	3	
Sullam PM	3	
Sullivan I	3	
Sullivan M	3	
Sullivan MB	3	
Sultan W	3	
Sultana S	3	
Sulz I	3	
Sun CR	3	
Sunnerhagen KS	3	
Sunshine JE	3	
Supit I	3	
Supple GE	3	
Supples C	3	
Sureau F	3	
Susal C	3	
Suso-palau D	3	
Susztak N	3	
Sutandi N	3	
Sutton P	3	
Suttorp N	3	
Suwalsky M	3	
Suwanchinda A	3	
Sviglin H	3	
Svinin M	3	
Svistunov AA	3	
Svobodova J	3	
Swain J	3	
Swamy V	3	
Swarnakar R	3	
Swedell L	3	
Swiergiel W	3	
Swope CB	3	
Syibrah KZ	3	
Symeonidis D	3	
Szabo A	3	
Szajewska H	3	
Szakmany T	3	
Szatmary P	3	
Szecsi P	3	
Szklo M	3	
Szponar L	3	
Szymon S	3	
Tabarelli M	3	
Tabares E	3	
Tabares M	3	
Taboada L	3	
Taborda E	3	
Taborda LMA	3	
Taborda N	3	
Taborda S	3	
Tacias-pascacio VG	3	
Tackie E	3	
Taffere GR	3	
Taffurelli M	3	
Taflin H	3	
Taft T	3	
Taggarsi M	3	
