Authors	Record Count	
Ridky J	27	
Risse M	27	
Rivera D	27	
Rizi V	27	
Rodriguez FJ	27	
Rodriguez P	27	
Rojo JR	27	
Roncoroni MJ	27	
Roth M	27	
Roulet E	27	
Rovero AC	27	
Ruehl P	27	
Salamida F	27	
Salina G	27	
Santos EM	27	
Sarazin F	27	
Sarmento R	27	
Sarmiento-cano C	27	
Sato R	27	
Scherini V	27	
Schieler H	27	
Schimp M	27	
Scholten O	27	
Schovanek P	27	
Sciutto SJ	27	
Shellard RC	27	
Silli G	27	
Singh P	27	
Sirendi M	27	
Smida R	27	
Soofi M	27	
Sotelo C	27	
Squartini R	27	
Stanca D	27	
Stasielak J	27	
Stassi P	27	
Sudholz T	27	
Suomijarvi T	27	
Sykes BL	27	
Szadkowski Z	27	
Timmermans C	27	
Tome B	27	
Travnicek P	27	
Unger M	27	
Valls PR	27	
Van Dijk M	27	
Verzi V	27	
Vicha J	27	
Vitale PFG	27	
Vorobiov S	27	
Weindl A	27	
Wiencke L	27	
Wirtz M	27	
Wittkowski D	27	
Wundheiler B	27	
Xiang Y	27	
Yano Y	27	
Yushkov A	27	
Zas E	27	
Zavrtanik D	27	
Zavrtanik M	27	
Aab A	26	
Adebayo OM	26	
Afshin A	26	
Amariles P	26	
Andres IS	26	
Barbato F	26	
Beaucourt L	26	
Bene C	26	
Bonilla J	26	
Bueno A	26	
Caballero S	26	
Caicedo Y	26	
Candelo-becerra JE	26	
Carrero JJ	26	
Castillo JA	26	
Castillo JC	26	
Catalani F	26	
Cerutti ACC	26	
Chaput JP	26	
Chattu VK	26	
Consolati G	26	
De Mauro G	26	
De Mitri I	26	
Fazzini N	26	
Fenu F	26	
Fernandez-nino JA	26	
Foigt NA	26	
Garcia MA	26	
Giller M	26	
Gomez JM	26	
Gonzalez L	26	
Gonzalez-hernandez R	26	
Gora D	26	
Guajardo V	26	
Hassankhani H	26	
Hojvat C	26	
Hole MK	26	
Hu G	26	
Hulsman J	26	
Jimenez-del-rio M	26	
Jurysek J	26	
Kaaks R	26	
Kaapa A	26	
Khafaie MA	26	
Kochhar S	26	
Lago BL	26	
Lang RG	26	
Liu SW	26	
Lopez JD	26	
Lopez-lavalle LAB	26	
Malczewski JJ	26	
Mantsch P	26	
Marshall J	26	
Mazur PO	26	
Mendivil CO	26	
Merenda KD	26	
Michal S	26	
Musa KI	26	
Navarro-gonzalez J	26	
Olusanya BO	26	
Osorio L	26	
Patel SK	26	
Peixoto CJT	26	
Ramachandran A	26	
Ramirez L	26	
Ramirez S	26	
Rezaei S	26	
Rico A	26	
Riehn F	26	
Rogers L	26	
Rojas H	26	
Rold A	26	
Rueda ZV	26	
Ruiz-linares A	26	
Safdarian M	26	
Saffi SJ	26	
Salazar LA	26	
Sarrafzadegan N	26	
Shibuya K	26	
Sigl G	26	
Sima O	26	
Solano J	26	
Soriano JF	26	
Sorokin P	26	
Soyiri IN	26	
Streich A	26	
Stringer R	26	
Supanitsky AD	26	
Tello A	26	
Tornero-aguilera JF	26	
Tremblay MS	26	
Trini M	26	
Ursov E	26	
Valore L	26	
Varela AR	26	
Vargas A	26	
Velez-pardo C	26	
Ventura C	26	
Yu PR	26	
Zagazeta LFG	26	
Zepeda A	26	
Zhang YQ	26	
Acosta-ampudia Y	25	
Adekanmbi V	25	
Al-aly Z	25	
Albury JM	25	
Amarilo KM	25	
Andrade A	25	
Arnlov J	25	
Barreto G	25	
Basson CR	25	
Berk M	25	
Bernal C	25	
Beyrouthy T	25	
Biermann PL	25	
Blanco A	25	
Blanco-mesa F	25	
Bornstein MH	25	
Bouquet R	25	
Busato E	25	
Calvo E	25	
Cid EL	25	
Contreras E	25	
Corga KDV	25	
Day JA	25	
De Neve JW	25	
Deater-deckard K	25	
Del Rio M	25	
El-khatib Z	25	
Fayer S	25	
Feldbusch F	25	
Franc J	25	
Franco-paredes C	25	
Garcia-sucerquia J	25	
Gebrehiwot TT	25	
Gill TK	25	
Glombitza J	25	
Gomez H	25	
Gonzalez-diaz D	25	
Goos I	25	
Gottowik M	25	
Guiang J	25	
Gutierrez JM	25	
Hailu GB	25	
Harvey VM	25	
Hessel P	25	
Idrovo AJ	25	
Ilic MD	25	
Jaimes F	25	
Johnson C	25	
Jordan IK	25	
Kanchan T	25	
Kassa TD	25	
Khalil IA	25	
Kim S	25	
Klein L	25	
Lafaurie GI	25	
Laissue P	25	
Lenok V	25	
Longo R	25	
Lorkowski S	25	
Lu S	25	
Lucero A	25	
Martin P	25	
Martinez JA	25	
Mc Ginn C	25	
Mokgatitswane G	25	
Mondal B	25	
Morales EI	25	
Morales L	25	
Morawska L	25	
Moreno J	25	
Moscote-salazar L	25	
Muller AL	25	
Munoz A	25	
Nagarajan AJ	25	
Narayanan BVS	25	
Navio JA	25	
Netto MS	25	
Nucita A	25	
Olaya JJ	25	
Oncel OO	25	
Oren E	25	
Parra-medina R	25	
Pedraza M	25	
Perez JF	25	
Pineda C	25	
Pinto D	25	
Pont B	25	
Posada-villa J	25	
Postolache P	25	
Puyleart A	25	
Quintanilla-carvajal MX	25	
Rabiee N	25	
Radi A	25	
Radl AJ	25	
Reininghaus M	25	
Rojas C	25	
Roman-gonzalez A	25	
Sagar R	25	
Salas AH	25	
Sanabria LYC	25	
Santamaria-garcia H	25	
Sartelli M	25	
Satpathy M	25	
Savina P	25	
Schimassek M	25	
Schroder FG	25	
Shams-beyranvand M	25	
Shapoval I	25	
Shirkoohi R	25	
Sinha DN	25	
Smith A	25	
Sossa C	25	
Souchard J	25	
Sridharan S	25	
Suggisetti P	25	
Supik J	25	
Taboada A	25	
Tapia A	25	
Teo K	25	
Tobon C	25	
Tueros M	25	
Valencia S	25	
Wagner C	25	
Watson AA	25	
Watson I	25	
Yamauchi H	25	
Yoon SJ	25	
Zehrer L	25	
Zeiner SV	25	
Zenz S	25	
Zerradi S	25	
Zhang C	25	
Zuluaga A	25	
Aboyans V	24	
Adams C	24	
Al-raddadi RM	24	
Andrejkovic JW	24	
Aperador W	24	
Arias PA	24	
Aristizabal JC	24	
Aurisano A	24	
Baginyan A	24	
Blunier	24	
Boghrati B	24	
Boncioli D	24	
Borda MG	24	
Botero CM	24	
Botticelli D	24	
Brack J	24	
Cabrera LF	24	
Caceres DH	24	
Cadena-castaneda OJ	24	
Car LT	24	
Cardona D	24	
Cardona-gomez GP	24	
Castellanos JE	24	
Castellanos L	24	
Cerda M	24	
Choi JYJ	24	
Choi SY	24	
Church E	24	
Cifuentes CA	24	
Corrales JC	24	
Crotty I	24	
Danies G	24	
Davletov K	24	
De Avila J	24	
Diaz-uribe C	24	
Escobedo FJ	24	
Forero D	24	
Forero JD	24	
Foroutan M	24	
Franco M	24	
Fullman N	24	
Gallus S	24	
Gomez-marin JE	24	
Gona PN	24	
Gonzalez R	24	
Gonzalez-perez MA	24	
Graciano C	24	
Grosso G	24	
Gutierrez L	24	
Hidalgo MC	24	
Househ M	24	
Hu GQ	24	
Hurtado J	24	
Kilgallon A	24	
Lagos-grisales GJ	24	
Lal DK	24	
Lasrado S	24	
Li C	24	
Liu C	24	
Lopez G	24	
Loureno C	24	
Malhi Y	24	
Mancarella G	24	
Marquez J	24	
Massenburg BB	24	
Mathisen T	24	
Melese A	24	
Melgarejo LM	24	
Miao T	24	
Molina G	24	
Molokhia M	24	
Montoya-lerma J	24	
Morales A	24	
Morales AL	24	
Morata JAH	24	
Muskus C	24	
Navarro L	24	
Norisam RRB	24	
Norman A	24	
Ofori-asenso R	24	
Olusanya JO	24	
Orozco J	24	
Osorio C	24	
Panchal DK	24	
Patino LH	24	
Pezzullo G	24	
Pinero F	24	
Prieto F	24	
Quintero J	24	
Ramos-paja CA	24	
Rios R	24	
Ripoll L	24	
Rojas-bahamon MJ	24	
Ruby AJ	24	
Rueda JC	24	
Saddik B	24	
Salimzadeh H	24	
Salomon JA	24	
Saxena S	24	
Schroder S	24	
Shabanov A	24	
Shah S	24	
Tobon JI	24	
Toro M	24	
Vallejo W	24	
Vallejo-medina P	24	
Veronika NV	24	
Villamil-gomez WE	24	
Wrthwein F	24	
Yamada T	24	
Yaseri M	24	
Yepes-nunez JJ	24	
Yusufali A	24	
Zarante I	24	
Abbastabar H	23	
Abd El Razek MM	23	
Abdulkader RS	23	
Acero MA	23	
Afarideh M	23	
Aguilar-gaxiola S	23	
Altirkawi KA	23	
Amini S	23	
Amoozegar V	23	
Armbrecht I	23	
Azevedo CDR	23	
Bailey K	23	
Bakalova A	23	
Baldovino-medrano VG	23	
Barboza MA	23	
Bernal A	23	
Bohacova M	23	
Borges FIGM	23	
Bromberg C	23	
Caicedo JI	23	
Calvache JA	23	
Castellanos-dominguez G	23	
Cebrian S	23	
Chaparro-gutierrez JJ	23	
Chatterjee A	23	
Cifuentes J	23	
Cobo M	23	
Combaret C	23	
Conde CAN	23	
Condorelli A	23	
Cossio P	23	
De La Hoz F	23	
Diaz JA	23	
Dos Santos JMF	23	
Duraes AR	23	
El-khateeb E	23	
Escada J	23	
Esteve R	23	
Feddi E	23	
Felkai R	23	
Fernandes LMP	23	
Ferreira AL	23	
Fogelholm M	23	
Foreman KJ	23	
Freitas EDC	23	
Gallo C	23	
Gezae KE	23	
Goldschmidt A	23	
Gomez JDS	23	
Gomez-cadenas JJ	23	
Gonzalez E	23	
Gonzalez FA	23	
Grada A	23	
Guo B	23	
Hafidi K	23	
Henok A	23	
Henriques CAO	23	
Hernandez-parra D	23	
Herrero V	23	
Jones BJP	23	
Junca H	23	
Kabir A	23	
Kashunin I	23	
Khater MM	23	
Kiadaliri AA	23	
Labarga L	23	
Laing A	23	
Laserna A	23	
Lemos M	23	
Leppaniemi A	23	
Lim LL	23	
Lopez-march N	23	
Luna-gonzalez M	23	
Mamun AA	23	
Manning BC	23	
Martinez-florez G	23	
Martinez-lema G	23	
Mastrodicasa M	23	
Mcgrath JJ	23	
Mensah GA	23	
Mohammadian-hafshejani A	23	
Molano-gonzalez N	23	
Monrabal F	23	
Monteiro CMB	23	
Montes C	23	
Mora FJ	23	
Moreno F	23	
Murphy S	23	
Nagles E	23	
Nazari J	23	
Oliveira LFS	23	
Onwujekwe OE	23	
Osorio AF	23	
Padubidri JR	23	
Pakhale S	23	
Palmeiro B	23	
Pant L	23	
Para A	23	
Parra M	23	
Pereira A	23	
Perez SF	23	
Petro JL	23	
Regnery B	23	
Renner J	23	
Restrepo C	23	
Reyes JC	23	
Rezapour A	23	
Rios J	23	
Roa-rojas J	23	
Rodriguez DA	23	
Rodriguez V	23	
Rodriguez-paez JE	23	
Romero E	23	
Rueda-ochoa OL	23	
Saldarriaga JF	23	
Sanchez MC	23	
Santos FP	23	
Saps M	23	
Scornavacche M	23	
Sharafi K	23	
Silva JP	23	
Standage M	23	
Stanic S	23	
Tjonneland A	23	
Toledo JF	23	
Torrent J	23	
Torres C	23	
Torres L	23	
Vale MAB	23	
Valencia D	23	
Varon A	23	
Veberic D	23	
Veloso JFCA	23	
Vidal JM	23	
Villamil M	23	
Villegas MV	23	
Vink J	23	
Webb R	23	
White JT	23	
Wijeratne T	23	
Wilczynski H	23	
Wiysonge CS	23	
Wolff M	23	
Wu J	23	
Yahlali N	23	
Yang L	23	
Zhang ZJ	23	
Zheng W	23	
Armenteras D	22	
Azari S	22	
Backhouse C	22	
Ballester F	22	
Bell ML	22	
Benlloch-rodriguez JM	22	
Bhuyan B	22	
Bian J	22	
Bikbov B	22	
Bouffard J	22	
Buchanan N	22	
Cahuana-hurtado L	22	
Candelo E	22	
Carcel S	22	
Carnevali F	22	
Carrion JV	22	
Chalela CM	22	
Chariot C	22	
Cho SW	22	
Coan TE	22	
Cohen D	22	
Coronado-hernandez OE	22	
Correa MM	22	
Costa VM	22	
Cremonesi L	22	
Curcio CL	22	
D'olivo JC	22	
Darwesh AM	22	
De Girolamo G	22	
De Leo D	22	
Delgado DR	22	
Delgado M	22	
Denova-gutierrez E	22	
Dhimal M	22	
Ding P	22	
Djurcic Z	22	
Duyang H	22	
Ebert M	22	
Endner OC	22	
Eshrati B	22	
Ferrada P	22	
Ferrario P	22	
Ferraro F	22	
Ferreira MB	22	
Gandrajula R	22	
Giraldo M	22	
Gobbi F	22	
Gongora JP	22	
Goodman MC	22	
Groh M	22	
Gundacker S	22	
Gutierrez G	22	
Guzman M	22	
Guzman-velez E	22	
Habig A	22	
Hahn S	22	
Hartnell J	22	
Hatcher R	22	
Hernandez JHM	22	
Himmel A	22	
Hoang CL	22	
Holin A	22	
Hsairi M	22	
Hughes G	22	
Iqbal U	22	
Ivone F	22	
Jayatilleke AU	22	
Jediny F	22	
Kansal R	22	
Kavousi M	22	
Kawakami N	22	
Khalid N	22	
Khan G	22	
Khoja AT	22	
King M	22	
Lang K	22	
Leib CS	22	
Lin S	22	
Lopera SH	22	
Lopez MC	22	
Lopez-lopez W	22	
Magill S	22	
Mahdavikhorrami M	22	
Maldonado M	22	
Manafi N	22	
Marin D	22	
Mehndiratta MM	22	
Memiah PTN	22	
Meyer H	22	
Miranda J	22	
Mislivec A	22	
Mohanta R	22	
Moosazadeh M	22	
Moreno E	22	
Mualem L	22	
Muether M	22	
Naderi M	22	
Naples D	22	
Nayak N	22	
Nebot-guinot M	22	
Negoi RI	22	
Nichol R	22	
Nieto-aristizabal I	22	
Niner E	22	
Nino-ruiz ED	22	
Nygren DR	22	
Osorio M	22	
Pawloski G	22	
Pellecchia A	22	
Petti R	22	
Piccaro E	22	
Querol M	22	
Rajati F	22	
Ramos FA	22	
Ramos G	22	
Rebel B	22	
Reyes LH	22	
Rezaei N	22	
Rodriguez-villamizar LA	22	
Rojas E	22	
Rondon M	22	
Rothhammer F	22	
Ruiz A	22	
Ruiz-saenz J	22	
Ryu MS	22	
Salcedo A	22	
Santamaria A	22	
Schluter F	22	
Schwendicke F	22	
Serrano S	22	
Smolik J	22	
Snopok P	22	
Solomey N	22	
Sousa A	22	
Strait M	22	
Thankappan KR	22	
Travaini A	22	
Trujillo CG	22	
Tudor-locke C	22	
Tumino R	22	
Urheim J	22	
Vahle P	22	
Vanden Bemden M	22	
Vargas D	22	
Vasel J	22	
Vieta E	22	
Vrba T	22	
Vu GT	22	
Wang HD	22	
Wetstein M	22	
Whittington D	22	
Winchen T	22	
Wolcott J	22	
Yimer EM	22	
Zalesak J	22	
Zhemchugov E	22	
Zwaska R	22	
Al-hamzawi A	21	
Alene KA	21	
Almasi-hashiani A	21	
Arazi L	21	
Arbelaez-campillo DF	21	
Aryal KK	21	
Avila-burgos L	21	
Avokpaho EFGA	21	
Bala M	21	
Baldi P	21	
Barrero LH	21	
Barrios AFG	21	
Bartschi P	21	
Becerra D	21	
Beltran C	21	
Bianchi RMB	21	
Blum W	21	
Bravo JJ	21	
Calpas B	21	
Camargo-valero MA	21	
Cardiel MH	21	
Castano-villa GJ	21	
Chala M	21	
Clerici N	21	
Combariza MY	21	
Convenga F	21	
Correa JC	21	
Correa JD	21	
Cortes JA	21	
Davies GS	21	
Davis J	21	
Debatin J	21	
Demeke FM	21	
Diaz-zuluaga AM	21	
Do HP	21	
Dunne P	21	
Eras JJC	21	
Escobar MF	21	
Fernandez A	21	
Florescu S	21	
Florez A	21	
Fraga GP	21	
Gantiva C	21	
Garcia P	21	
Georgin J	21	
Giraldo LF	21	
Gomes RA	21	
Grande-tovar CD	21	
Gugnani HC	21	
Gutierrez S	21	
Henao-martinez AF	21	
Henry NJ	21	
Hurtado JJ	21	
Idrobo H	21	
Jaramillo N	21	
Jimenez M	21	
Joukar F	21	
Karyani AK	21	
Koerner LW	21	
Kramer T	21	
Kumari R	21	
Larson HJ	21	
Lavra IS	21	
Loddo F	21	
Lopez-osorio S	21	
Lotti M	21	
Maher C	21	
Maia J	21	
Malone PS	21	
Mengistu DT	21	
Mesa J	21	
Mirica A	21	
Mller T	21	
Montoya JA	21	
Moreira JCF	21	
Munoz J	21	
Nagel G	21	
Nates J	21	
Nelson JK	21	
Nnaji CA	21	
Olds T	21	
Oshiro M	21	
Park HS	21	
Patterson RB	21	
Peralta M	21	
Petrillo G	21	
Phillips MR	21	
Piazza M	21	
Pino LF	21	
Pisano M	21	
Pons-estel BA	21	
Prager SD	21	
Quijano N	21	
Ramirez CA	21	
Restrepo M	21	
Rishishwar L	21	
Ristori P	21	
Rodriguez SA	21	
Rojas LZ	21	
Romanowska-rybinska K	21	
Rostami A	21	
Rubagotti E	21	
Rubenach J	21	
Ruiz J	21	
Ruiz S	21	
Ryu G	21	
Sanabria-salas MC	21	
Santos AM	21	
Sharif M	21	
Sharma P	21	
Soriano ER	21	
Sorrentino G	21	
Stashenko EE	21	
Stevenson PR	21	
Stiegler T	21	
Stone J	21	
Thomas N	21	
Tsatsos A	21	
Valencia A	21	
Valencia C	21	
Valencia J	21	
Vasquez-ramirez A	21	
Vesterbacka ML	21	
Villar JC	21	
Vinasco JA	21	
Wolfe CDA	21	
Yonehara K	21	
Yusuf R	21	
Zambrano LI	21	
Zapata S	21	
Zimberg IZ	21	
Abdollahpour I	20	
Acosta A	20	
Alarcon GS	20	
Alcazar GAP	20	
Alvarez A	20	
Alvarez H	20	
Alzate CAC	20	
Anfuso G	20	
Arteaga-livias K	20	
Asghar I	20	
Aushev V	20	
Ayanore MA	20	
Bassat Q	20	
Bayly NJ	20	
Beghi E	20	
Behrens S	20	
Bellantoni L	20	
Berger J	20	
Bin Norjoharuddeen N	20	
Bocanegra Y	20	
Bross A	20	
Buitrago-sierra R	20	
Bustamante J	20	
Caballero-uribe CV	20	
Calvez S	20	
Campos-nonato IR	20	
Cancio A	20	
Castaneda-cardona C	20	
Castro L	20	
Castro-rincon E	20	
Ceballos H	20	
Chaur MN	20	
Cooper C	20	
Corwin L	20	
Costa EM	20	
Cuenca J	20	
Davitoiu DV	20	
De La Rosa FG	20	
Delbart A	20	
Di Matteo A	20	
Doku DT	20	
Duncan BB	20	
Eads M	20	
Eble F	20	
Edmunds D	20	
Elipe GT	20	
Farkas K	20	
Fernandez F	20	
Fontalvo J	20	
Franco DSP	20	
Franco JL	20	
Fuertes-miquel VS	20	
Fuess S	20	
Gad MM	20	
Gagliardino JJ	20	
Garcia R	20	
Garzon J	20	
Ghadiri K	20	
Giemza HK	20	
Gogota O	20	
Gomez BL	20	
Gomez JA	20	
Gomez L	20	
Gonzalez MA	20	
Gonzalez-jimenez E	20	
Hall J	20	
Hamann U	20	
Hermosilla C	20	
Hernandez MA	20	
Hernandez P	20	
Herner K	20	
Herrera M	20	
Hervas-oliver JL	20	
Hewes J	20	
Hoogar P	20	
Hossain N	20	
Ibitoye SE	20	
Ikram MA	20	
Illingworth R	20	
Ismail N	20	
Jahanmehr N	20	
Jang W	20	
Jimenez A	20	
Joya MR	20	
Ke Y	20	
Kim YE	20	
Kluger Y	20	
Kopec JA	20	
Kovess-masfety V	20	
Lahurd D	20	
Lambert EV	20	
Leeuw LL	20	
Leshargie CT	20	
Lodha R	20	
Londono GA	20	
Lopez E	20	
Lopez F	20	
Lozano R	20	
Lucking R	20	
Majdzadeh R	20	
Manda AL	20	
Manisha M	20	
Marquez E	20	
Martin A	20	
Martinez JM	20	
Martinez N	20	
Mehta V	20	
Mezek GK	20	
Mezgebe HB	20	
Mockler D	20	
Moghaddam SS	20	
Mohajer B	20	
Moncada B	20	
Moore EE	20	
Moreno M	20	
Mufson S	20	
Munoz-camargo C	20	
Munoz-villamizar A	20	
Nelson K	20	
Noriega JA	20	
Ochoa M	20	
Olivera MJ	20	
Olivera-angel M	20	
Onate-garzon J	20	
Ordonez A	20	
Pathak M	20	
Pekala J	20	
Penzin M	20	
Pereira AC	20	
Perico N	20	
Phillips OL	20	
Pinzon A	20	
Pirsaheb M	20	
Placakyte R	20	
Porras A	20	
Puyana JC	20	
Quintero A	20	
Quintero-lesmes DC	20	
Rabiee M	20	
Rafique A	20	
Rahman MHU	20	
Remuzzi G	20	
Repond J	20	
Ribeiro R	20	
Rivera J	20	
Robledo S	20	
Rodrigo JP	20	
Rodriguez I	20	
Roman-calderon JP	20	
Ruiz M	20	
Ruiz R	20	
Sadeghi E	20	
Salimi Y	20	
Sanchez C	20	
Sanchez N	20	
Sanchez-silva M	20	
Santos J	20	
Santos R	20	
Schellman H	20	
Schmidt MI	20	
Shiue I	20	
Sigfusdottir ID	20	
Slazyk I	20	
Soumaimi Z	20	
Stokes MA	20	
Tabuchi T	20	
Taubert A	20	
Torres F	20	
Tran T	20	
Trichopoulou A	20	
Trujillo C	20	
Trujillo M	20	
Urban M	20	
Valino I	20	
Valladales-restrepo LF	20	
Vargas CAP	20	
Vasquez D	20	
Vazquez E	20	
Vega F	20	
Wallbank M	20	
Wanczyk J	20	
Wang YZ	20	
Xu GL	20	
Yarce CJ	20	
Yisma E	20	
Yousefifard M	20	
Zennamo J	20	
Zou W	20	
Abolhassani H	19	
Abreu A	19	
Adetokunboh OO	19	
Alam T	19	
Alijanzadeh M	19	
Alion T	19	
Alvarez JC	19	
Anber NH	19	
Anders M	19	
Arango-aramburo S	19	
Archila PA	19	
Bagby L	19	
Baranchuk A	19	
Bargueno P	19	
Bayati M	19	
Bhatt DL	19	
Bin Sayeed MS	19	
Blanco-tirado C	19	
Boufous S	19	
Bour P	19	
Bravo-balado A	19	
Brenner M	19	
Bustos RH	19	
Campana M	19	
Caracas I	19	
Carrasquilla M	19	
Castano D	19	
Castro MLD	19	
Chantelot JM	19	
Chave J	19	
Chaves-lopez C	19	
Childress S	19	
Coimbra R	19	
Comber B	19	
Cortes LY	19	
Crespo RG	19	
Cruz R	19	
Dans A	19	
Daoud F	19	
Das Gupta R	19	
Das Neves J	19	
Diaz LE	19	
Diez S	19	
Dorosti Q	19	
Doyle KE	19	
Duitama J	19	
El Tantawi M	19	
El-jaafary SI	19	
Eslava-schmalbach J	19	
Estrada A	19	
Farietta S	19	
Ferrari G	19	
Fick B	19	
Fu Y	19	
Garzon-alvarado DA	19	
Garzon-orjuela N	19	
Gesualdi F	19	
Glisic M	19	
Gnedovskaya EV	19	
Gomez EA	19	
Gomez LA	19	
Gonzalez T	19	
Gonzalez-jose R	19	
Guo L	19	
Halliday R	19	
Henao JA	19	
Herrero M	19	
Heydarpour F	19	
Hidalgo M	19	
Hurtado-villa P	19	
Hutchinson PJ	19	
Ilkova H	19	
Jabbari SHY	19	
Janjua T	19	
Ji JS	19	
Kalani R	19	
Kalhor R	19	
Karachaliou N	19	
Kekic M	19	
Kivimaki M	19	
Korn S	19	
Labruna MB	19	
Lain S	19	
Lansingh VC	19	
Laroze D	19	
Leigh J	19	
Leon-castro E	19	
Levi M	19	
Lewandrowski KU	19	
Lopes BR	19	
Lopez MM	19	
Lorek R	19	
Malacari M	19	
Manjappachar N	19	
Manshanden J	19	
Marin C	19	
Maris IC	19	
Martinez-perez R	19	
Mathur MR	19	
Matin BK	19	
Matta NE	19	
Maulik PK	19	
Mazidi M	19	
Mccauley T	19	
Mehrotra R	19	
Mendez D	19	
Mendez-cuadro D	19	
Mendizabal M	19	
Mercadante PC	19	
Mezerji NMG	19	
Miller WR	19	
Miranda JJ	19	
Mojica-nava E	19	
Monsalve G	19	
Montoya A	19	
Montoya C	19	
Mueller T	19	
Mueller UO	19	
Munoz-galeano N	19	
Musser J	19	
Namasaka WM	19	
Nguyen LH	19	
O'connell K	19	
Olaya M	19	
Olbrechts A	19	
Oregui BT	19	
Osma JF	19	
Palencia M	19	
Pareja RG	19	
Peters C	19	
Pico RP	19	
Pigott DM	19	
Pothast M	19	
Prieto A	19	
Prieto C	19	
Raatz B	19	
Rahman A	19	
Ramirez-campillo R	19	
Ramirez-gil JG	19	
Rao IM	19	
Rathi P	19	
Reiman EM	19	
Reyes-ortiz CA	19	
Rincon A	19	
Riordan S	19	
Rivadeneira PS	19	
Rodriguez JP	19	
Rodriguez S	19	
Romanelli GP	19	
Romo-luque C	19	
Roth GA	19	
Rubio-clemente A	19	
Ruiz-salguero O	19	
Salam N	19	
Saldarriaga C	19	
Saldarriaga J	19	
Samoylov O	19	
Sanchez MCDLB	19	
Sanchez O	19	
Servadei F	19	
Sgaard A	19	
Shaha AR	19	
Shin JI	19	
Sierra CA	19	
Sofka C	19	
Sole D	19	
Stadelmaier M	19	
Strauss J	19	
Su S	19	
Tellez DAL	19	
Ter Horst E	19	
Tnourji A	19	
Tobiska P	19	
Toro R	19	
Tovar CDG	19	
Tutikian BF	19	
Unnikrishnan B	19	
Urban S	19	
Vaitkevicius A	19	
Vale TD	19	
Valle-onate R	19	
Vargas R	19	
Veisani Y	19	
Viana MC	19	
Villasenor L	19	
Villegas JC	19	
Yu Y	19	
Zagozdzinska A	19	
Zandian H	19	
Ziapour A	19	
Abbafati C	18	
Abello V	18	
Agrawal S	18	
Alizadeh-navaei R	18	
Amiano P	18	
Andersson N	18	
Andrade R	18	
Anthony D	18	
Arboleda H	18	
Arias J	18	
Arias M	18	
Arunkumar N	18	
Asayesh H	18	
Atehortua L	18	
Avila A	18	
Barbosa J	18	
Bazargan-hejazi S	18	
Beebe S	18	
Benavides J	18	
Bernal R	18	
Bicer BK	18	
Biondi A	18	
Bohorquez ARR	18	
Bortolini MC	18	
Bruffaerts R	18	
Caballero A	18	
Caballero-gallardo K	18	
Caicedo A	18	
Callejas-cuervo M	18	
Canales FA	18	
Cardenas BV	18	
Cardenas JC	18	
Cardona CA	18	
Carreras G	18	
Carrillo S	18	
Castillo M	18	
Castro E	18	
Ceron WL	18	
Chacin M	18	
Chan JCN	18	
